USERID,Recency,Frequency,Monetary
1497,5,105,125378
1498,2,103,105314
1499,4,93,108202
1500,3,105,176554
1501,1,104,123314
1502,21,94,120591
1503,17,94,119805
1504,11,109,141653
1505,7,95,113879
1506,3,103,146870
1507,1,103,145921
1508,14,97,159276
1509,8,107,145808
1510,29,105,134089
1511,0,121,158215
1512,5,113,130344
1513,0,119,161700
1514,0,118,122395
1515,10,103,128389
1516,16,90,110029
1517,2,107,150248
1518,4,112,139961
1519,21,96,132901
1520,2,98,142741
1521,0,110,139390
1522,5,98,114455
1523,9,98,97141
1524,0,135,180502
1525,14,102,134769
1526,0,95,107158
1527,7,91,120818
1528,9,107,109355
1529,5,108,139656
1530,13,120,123146
1531,0,103,145475
1532,5,110,150734
1533,17,113,136035
1534,19,88,116124
1535,7,105,138945
1536,13,111,144905
1537,1,90,93150
1538,7,106,143007
1539,7,103,125085
1540,7,119,160806
1541,2,105,120182
1542,4,114,143561
1543,3,110,129329
1544,6,106,127748
1545,12,105,119263
1546,0,80,78684
1547,35,116,173594
1548,14,90,121098
1549,6,117,146114
1550,10,99,118532
1551,16,109,137117
1552,4,97,108110
1553,20,93,118703
1554,10,106,147153
1555,18,102,133519
1556,7,104,128413
1557,12,93,124572
1558,2,83,91802
1559,5,116,141443
1560,10,99,121275
1561,28,113,182113
1562,1,114,133571
1563,5,110,147215
1564,7,102,114981
1565,3,130,197859
1566,33,96,128202
1567,4,108,141765
1568,0,104,123847
1569,9,97,115688
1570,6,102,134657
1571,24,96,101804
1572,0,112,144625
1573,29,106,166823
1574,9,111,147498
1575,37,116,164750
1576,10,105,130654
1577,0,117,138878
1578,0,114,149556
1579,4,111,134956
1580,10,114,138140
1581,28,112,150046
1582,15,94,122835
1583,5,100,123004
1584,6,97,122446
1585,1,127,139923
1586,3,112,137547
1587,6,107,161295
1588,3,100,125077
1589,6,108,141288
1590,3,109,165614
1591,8,112,138254
1592,15,127,167472
1593,5,95,122027
1594,18,101,134872
1595,1,105,170788
1596,0,97,126410
1597,4,118,179641
1598,0,114,125350
1599,4,116,161871
1600,26,90,109122
1601,5,104,129267
1602,1,103,143911
1603,2,92,104610
1604,0,105,120705
1605,1,104,136504
1606,19,96,129263
1607,3,107,143889
1608,2,100,124832
1609,43,91,101539
1610,20,103,124385
1611,2,87,93249
1612,6,86,114206
1613,45,103,129679
1614,10,93,120453
1615,4,85,93119
1616,10,121,158021
1617,15,107,148010
1618,20,110,148881
1619,0,95,106232
1620,39,102,133548
1621,7,109,141350
1622,7,97,110084
1623,0,117,174061
1624,1,116,175720
1625,25,102,141386
1626,9,105,145008
1627,7,98,123666
1628,5,102,108562
1629,9,101,150645
1630,5,101,118756
1631,21,92,120131
1632,1,90,139908
1633,2,103,126571
1634,5,106,114108
1635,8,121,139976
1636,7,115,152634
1637,6,104,128251
1638,13,98,102445
1639,3,117,155324
1640,6,119,136288
1641,24,110,122620
1642,2,103,168906
1643,4,104,132286
1644,3,106,130063
1645,9,94,118208
1646,2,90,100714
1647,13,104,140290
1648,8,114,138777
1649,2,103,128657
1650,2,119,151943
1651,3,101,106901
1652,2,94,128183
1653,6,101,120606
1654,5,100,140327
1655,0,109,133275
1656,4,93,118669
1657,1,112,174269
1658,6,97,139305
1659,8,91,110347
1660,3,106,168007
1661,11,105,130278
1662,13,94,115572
1663,21,102,119088
1664,11,76,87377
1665,6,98,124208
1666,12,93,129845
1667,2,106,136216
1668,11,95,97311
1669,15,104,135003
1670,3,95,129237
1671,18,109,123956
1672,22,97,128783
1673,21,108,136987
1674,2,98,137061
1675,1,111,136653
1676,0,108,155919
1677,10,90,123738
1678,32,104,156725
1679,3,115,155340
1680,14,106,120131
1681,0,97,135625
1682,7,108,195200
1683,16,88,113164
1684,8,91,109175
1685,14,116,146553
1686,5,119,160053
1687,11,82,102866
1688,15,96,119967
1689,6,104,139563
1690,16,104,126059
1691,5,99,134241
1692,8,104,148121
1693,10,104,123378
1694,3,116,146734
1695,5,111,155120
1696,13,93,117410
1697,5,94,117226
1698,3,110,167483
1699,17,94,115164
1700,3,102,116068
1701,2,100,183934
1702,20,125,131780
1703,13,101,127961
1704,29,95,120519
1705,12,113,134773
1706,3,125,164830
1707,3,108,119088
1708,6,95,119832
1709,4,98,119094
1710,7,106,147847
1711,0,95,130470
1712,23,94,110544
1713,2,106,119337
1714,13,104,126510
1715,37,108,145783
1716,11,109,130888
1717,13,107,162262
1718,20,100,124217
1719,6,106,131954
1720,1,99,137509
1721,16,81,101596
1722,4,98,140022
1723,16,109,125466
1724,19,97,130330
1725,18,101,167737
1726,18,102,139924
1727,6,111,140752
1728,12,82,95748
1729,7,107,123513
1730,1,112,137867
1731,7,102,109473
1732,38,104,130456
1733,27,135,190822
1734,0,87,120505
1735,4,105,124105
1736,3,107,123781
1737,4,100,152698
1738,4,86,103933
1739,4,105,122119
1740,3,101,127090
1741,3,106,152822
1742,5,105,131909
1743,14,103,120395
1744,4,94,116891
1745,1,121,170555
1746,13,87,111903
1747,6,114,144302
1748,14,92,127000
1749,5,93,107961
1750,14,102,124082
1751,3,99,114976
1752,14,97,137909
1753,3,91,119680
1754,0,115,159657
1755,1,102,119089
1756,5,82,101802
1757,1,111,155372
1758,11,97,114416
1759,5,94,119766
1760,4,105,111504
1761,28,88,97962
1762,6,105,125903
1763,10,91,127326
1764,5,98,116461
1765,3,90,110050
1766,33,103,212541
1767,12,114,157781
1768,18,114,186453
1769,2,94,96685
1770,5,116,126194
1771,10,87,122727
1772,10,107,125442
1773,1,87,104898
1774,53,99,106079
1775,19,77,103213
1776,8,120,160548
1777,1,97,116277
1778,1,105,127202
1779,4,102,113546
1780,23,113,129185
1781,15,101,106609
1782,1,98,154907
1783,19,89,83607
1784,6,93,148018
1785,16,99,118445
1786,14,102,122236
1787,1,111,123510
1788,9,81,97182
1789,3,93,104928
1790,6,99,137056
1791,2,95,136019
1792,0,115,143783
1793,10,99,125586
1794,5,102,133319
1795,1,100,118514
1796,20,100,119023
1797,16,96,128851
1798,13,99,148773
1799,0,109,127406
1800,0,86,100035
1801,33,109,108684
1802,2,96,130808
1803,2,102,150792
1804,1,108,122193
1805,5,97,134529
1806,6,109,121523
1807,16,101,114915
1808,4,104,117196
1809,0,93,102129
1810,2,100,130113
1811,2,104,124588
1812,2,100,104985
1813,7,114,130038
1814,1,100,115773
1815,0,87,104485
1816,3,108,118550
1817,0,103,114554
1818,23,105,112309
1819,12,92,129507
1820,11,98,115767
1821,1,111,128472
1822,6,100,134283
1823,3,108,148313
1824,3,114,133680
1825,6,103,139241
1826,10,88,135774
1827,13,114,141727
1828,5,107,128877
1829,10,90,107686
1830,1,103,126740
1831,1,115,156549
1832,9,110,164766
1833,5,99,169710
1834,2,110,118347
1835,0,108,122223
1836,0,100,133020
1837,4,118,135032
1838,6,88,112066
1839,2,108,125690
1840,2,136,185999
1841,9,102,131268
1842,7,92,121567
1843,4,103,144071
1844,6,89,98875
1845,1,119,154007
1846,25,98,128553
1847,1,103,150204
1848,6,115,173149
1849,3,93,97146
1850,8,94,120003
1851,23,128,149795
1852,13,95,113982
1853,2,103,111560
1854,15,91,116366
1855,7,104,125176
1856,0,124,143852
1857,16,111,140882
1858,14,100,146431
1859,6,102,137852
1860,16,119,144054
1861,4,110,175122
1862,12,100,126016
1863,5,108,120109
1864,3,113,143697
1865,13,94,165898
1866,8,89,136687
1867,17,96,132645
1868,0,108,137040
1869,14,93,112975
1870,29,95,120052
1871,1,100,113413
1872,6,88,127118
1873,0,106,112239
1874,24,107,140044
1875,15,102,131135
1876,5,98,117714
1877,2,107,126699
1878,7,91,101598
1879,6,107,128891
1880,0,90,110623
1881,5,101,129142
1882,2,102,127309
1883,15,104,119767
1884,11,99,116354
1885,9,95,119613
1886,27,103,140776
1887,11,111,164509
1888,2,91,118921
1889,1,90,110976
1890,4,86,114263
1891,1,101,116448
1892,3,94,115493
1893,1,99,130568
1894,1,114,124832
1895,9,108,136322
1896,7,117,148363
1897,2,103,123090
1898,7,114,159592
1899,3,101,134049
1900,6,102,114382
1901,13,109,140098
1902,4,119,159381
1903,11,93,147273
1904,2,92,108152
1905,8,103,125588
1906,3,104,135376
1907,4,94,122210
1908,6,93,133361
1909,18,109,143036
1910,8,122,156593
1911,10,115,198341
1912,0,116,142137
1913,11,96,117391
1914,0,93,138374
1915,2,96,117186
1916,4,98,112514
1917,1,118,158811
1918,5,100,114775
1919,2,90,125223
1920,8,108,140965
1921,6,104,158685
1922,37,112,170813
1923,9,129,140310
1924,3,102,151294
1925,0,104,116832
1926,27,83,109555
1927,7,108,157127
1928,0,89,104305
1929,3,100,116522
1930,0,111,141749
1931,3,120,162108
1932,2,108,132416
1933,5,90,92896
1934,32,92,118956
1935,9,99,111505
1936,13,100,128763
1937,17,110,138894
1938,14,116,145520
1939,11,97,107589
1940,3,102,146283
1941,7,108,131779
1942,9,106,144589
1943,0,104,114913
1944,16,107,145272
1945,4,92,106859
1946,0,98,118995
1947,9,107,141083
1948,2,99,125798
1949,9,107,142780
1950,10,84,93087
1951,9,111,123906
1952,0,96,131574
1953,12,91,104994
1954,4,108,180560
1955,0,99,110884
1956,7,101,144540
1957,33,96,145356
1958,3,101,148423
1959,4,127,176462
1960,10,105,134979
1961,10,115,156022
1962,2,90,119710
1963,0,89,117795
1964,8,99,125190
1965,4,81,94212
1966,0,100,165226
1967,3,100,118936
1968,8,93,115643
1969,10,110,137258
1970,14,94,109957
1971,6,120,148972
1972,14,102,125247
1973,7,99,151967
1974,33,102,157294
1975,1,97,156889
1976,4,125,139518
1977,29,122,139780
1978,13,99,124596
1979,5,119,157448
1980,3,114,139416
1981,12,112,140286
1982,6,115,153836
1983,2,102,112051
1984,25,95,112607
1985,3,89,88530
1986,11,100,118766
1987,16,103,139887
1988,9,102,143806
1989,11,99,134598
1990,3,104,122377
1991,8,117,134630
1992,13,91,143272
1993,0,113,153527
1994,8,102,133417
1995,7,108,127574
1996,1,108,129379
1997,11,93,96773
1998,2,114,133041
1999,22,108,149189
2000,15,95,148076
2001,2,100,128416
2002,2,103,116246
2003,21,88,91104
2004,12,83,82619
2005,1,111,174135
2006,24,115,150482
2007,2,88,93288
2008,19,101,129747
2009,8,97,124292
2010,1,114,152834
2011,11,95,106614
2012,19,105,120660
2013,0,103,125281
2014,0,89,138816
2015,3,98,124799
2016,4,106,161295
2017,3,80,102959
2018,1,101,108467
2019,5,116,122066
2020,5,95,105634
2021,2,97,117925
2022,12,107,145952
2023,7,104,125514
2024,1,112,142497
2025,16,118,182990
2026,1,102,104785
2027,9,92,104684
2028,2,119,196941
2029,14,98,128011
2030,26,96,101241
2031,4,89,101962
2032,1,100,149474
2033,4,103,143640
2034,29,109,132247
2035,22,78,80506
2036,6,98,114820
2037,6,92,117055
2038,2,97,117248
2039,0,87,102983
2040,7,123,142367
2041,5,119,147120
2042,9,118,129486
2043,32,97,137581
2044,28,105,128285
2045,9,97,124413
2046,0,105,134488
2047,7,86,115083
2048,5,101,114918
2049,35,93,123566
2050,8,95,134826
2051,1,117,150102
2052,0,81,118858
2053,20,103,117155
2054,6,106,148972
2055,8,111,146511
2056,3,90,100430
2057,8,99,141360
2058,16,105,147424
2059,2,97,129551
2060,1,91,115505
2061,9,97,125616
2062,9,95,120230
2063,6,132,163377
2064,12,99,115752
2065,6,73,78772
2066,17,98,121529
2067,4,87,106816
2068,9,113,128393
2069,10,102,152060
2070,3,92,111350
2071,0,108,124871
2072,19,95,121255
2073,9,86,119779
2074,3,93,132047
2075,3,113,140716
2076,9,104,110858
2077,7,101,133197
2078,0,80,122098
2079,12,113,107984
2080,2,117,140021
2081,5,98,130815
2082,6,104,123952
2083,15,97,121665
2084,8,88,136910
2085,1,106,125111
2086,14,99,110233
2087,1,88,129800
2088,2,106,128108
2089,4,120,153230
2090,10,112,169048
2091,6,85,95292
2092,8,108,134763
2093,4,109,137541
2094,16,94,122611
2095,1,105,150634
2096,19,104,130242
2097,4,93,98712
2098,12,101,141840
2099,10,80,85058
2100,22,90,124291
2101,12,114,142912
2102,4,101,116235
2103,4,104,136805
2104,8,105,154380
2105,0,99,137623
2106,9,117,147062
2107,24,105,113575
2108,29,93,99614
2109,1,115,143967
2110,24,97,104730
2111,4,116,132953
2112,8,118,141802
2113,12,104,122418
2114,0,93,140058
2115,2,103,99476
2116,4,96,103740
2117,21,102,121557
2118,22,103,131170
2119,5,103,126914
2120,2,109,138796
2121,20,94,127778
2122,11,96,135776
2123,0,97,118536
2124,18,107,159352
2125,17,97,132908
2126,14,87,109871
2127,3,98,91165
2128,5,101,158269
2129,7,113,108285
2130,23,104,141033
2131,4,85,94790
2132,2,99,121823
2133,17,129,164265
2134,5,99,133410
2135,11,90,89330
2136,9,85,125022
2137,2,104,122704
2138,1,103,148813
2139,4,98,133648
2140,1,116,146700
2141,10,107,128583
2142,3,102,138660
2143,15,105,119320
2144,5,113,142551
2145,17,106,134269
2146,0,111,155051
2147,5,109,131213
2148,2,118,153982
2149,6,94,146023
2150,5,96,101923
2151,3,101,116711
2152,1,126,142846
2153,6,115,132345
2154,8,101,147279
2155,0,121,157421
2156,1,114,155275
2157,0,95,116131
2158,7,101,88414
2159,6,107,128157
2160,2,115,160151
2161,11,125,156138
2162,18,97,120803
2163,35,84,101065
2164,10,96,113099
2165,18,104,139649
2166,11,113,144111
2167,3,101,110929
2168,3,98,118513
2169,1,96,122491
2170,24,106,130702
2171,8,106,136939
2172,7,99,121481
2173,26,104,121435
2174,8,106,147060
2175,2,105,152958
2176,34,105,132116
2177,3,95,99178
2178,5,107,134602
2179,11,89,134006
2180,1,103,122643
2181,2,119,140103
2182,3,93,102410
2183,0,99,140918
2184,2,97,128777
2185,2,101,123344
2186,1,124,176116
2187,25,103,134615
2188,1,97,132406
2189,15,96,114783
2190,11,105,145269
2191,3,123,157754
2192,31,88,135421
2193,5,115,129185
2194,3,126,169137
2195,3,97,117043
2196,5,117,217665
2197,3,110,131117
2198,11,123,154316
2199,22,106,115674
2200,2,91,133558
2201,0,109,150170
2202,10,102,159557
2203,4,88,94467
2204,31,86,99686
2205,30,114,227737
2206,2,99,129360
2207,6,94,146974
2208,10,105,120295
2209,1,102,130092
2210,1,85,99715
2211,15,104,133313
2212,32,91,125999
2213,2,112,154974
2214,33,106,123908
2215,22,111,133521
2216,3,106,133219
2217,3,106,132587
2218,0,87,113227
2219,1,106,140131
2220,3,100,113433
2221,7,109,111727
2222,5,102,117630
2223,30,105,119087
2224,13,102,125426
2225,6,86,103498
2226,5,109,126287
2227,17,104,119953
2228,34,116,137679
2229,15,76,76568
2230,1,99,133774
2231,10,104,126681
2232,4,98,128767
2233,6,100,119564
2234,2,99,124956
2235,17,100,113784
2236,3,110,126166
2237,2,93,103773
2238,2,107,122711
2239,2,107,145025
2240,1,99,120001
2241,19,116,132097
2242,0,101,121539
2243,19,86,105643
2244,9,104,132087
2245,3,104,152837
2246,2,96,110369
2247,4,106,168499
2248,6,87,119494
2249,0,87,106806
2250,17,92,119926
2251,15,88,122795
2252,6,106,122419
2253,5,115,130166
2254,11,97,126835
2255,3,100,109231
2256,7,101,113052
2257,6,97,100854
2258,1,97,109663
2259,9,99,152492
2260,7,124,180644
2261,18,106,131448
2262,10,86,103949
2263,14,85,122670
2264,0,126,159793
2265,9,98,121257
2266,2,77,86354
2267,1,106,126340
2268,10,108,119384
2269,0,105,122788
2270,3,101,126239
2271,5,104,108437
2272,5,73,91788
2273,20,107,163590
2274,4,108,109552
2275,14,104,123845
2276,14,104,132781
2277,11,88,110891
2278,7,112,147841
2279,5,119,174918
2280,2,102,125467
2281,23,96,126393
2282,3,117,166786
2283,9,119,153747
2284,11,98,114321
2285,1,83,114549
2286,1,120,125581
2287,3,92,109509
2288,25,93,138484
2289,2,100,129725
2290,15,102,162462
2291,18,96,107026
2292,2,111,145182
2293,2,104,118454
2294,10,99,113558
2295,8,122,187082
2296,12,110,134571
2297,0,107,132030
2298,1,104,122821
2299,2,118,127515
2300,9,112,127692
2301,11,100,142417
2302,6,93,112971
2303,19,109,143452
2304,17,91,105176
2305,0,101,148874
2306,6,101,148875
2307,11,91,106734
2308,3,117,142782
2309,5,115,152196
2310,1,109,135576
2311,0,97,113572
2312,1,105,158182
2313,6,98,128386
2314,3,98,120684
2315,5,114,155423
2316,2,97,111890
2317,16,95,109030
2318,8,94,118577
2319,2,94,124153
2320,2,102,112640
2321,5,102,141357
2322,7,92,106721
2323,21,104,140896
2324,2,105,128470
2325,19,98,124537
2326,0,112,122746
2327,10,117,160666
2328,0,115,120494
2329,11,130,163978
2330,4,91,123096
2331,1,91,106986
2332,4,106,139918
2333,0,94,117011
2334,14,98,117651
2335,1,122,143599
2336,14,107,131080
2337,6,104,125505
2338,2,92,104007
2339,2,97,110307
2340,10,119,139929
2341,7,117,164422
2342,0,99,121150
2343,5,99,121560
2344,0,84,97238
2345,1,106,147708
2346,1,84,106017
2347,4,81,104239
2348,26,118,155820
2349,0,100,121460
2350,1,110,130493
2351,12,108,152748
2352,7,107,138039
2353,5,108,157358
2354,22,82,108958
2355,43,98,138265
2356,13,122,136373
2357,0,111,162008
2358,2,100,108613
2359,12,95,117781
2360,5,124,153560
2361,0,116,153682
2362,1,105,138625
2363,4,89,100316
2364,10,118,168941
2365,5,106,139959
2366,0,96,119030
2367,10,94,132580
2368,12,103,152865
2369,5,99,104280
2370,1,100,129127
2371,6,97,109522
2372,9,108,119464
2373,8,112,149483
2374,14,101,110948
2375,39,92,128887
2376,7,109,121473
2377,0,112,166919
2378,2,94,136037
2379,11,105,125902
2380,0,90,114706
2381,12,94,130526
2382,15,107,129530
2383,4,106,140804
2384,10,83,112198
2385,0,97,135165
2386,4,89,105605
2387,3,93,106479
2388,26,107,143635
2389,29,117,133407
2390,4,118,159116
2391,1,82,82352
2392,0,110,155465
2393,13,108,132204
2394,3,112,170702
2395,0,110,133286
2396,18,110,162841
2397,2,94,121758
2398,9,103,116730
2399,4,99,118829
2400,1,102,117641
2401,1,96,129889
2402,5,106,130520
2403,0,93,134789
2404,2,92,123925
2405,12,108,133672
2406,0,105,127647
2407,0,90,148238
2408,16,111,124121
2409,0,100,150364
2410,12,112,179764
2411,17,99,116394
2412,5,98,129718
2413,26,102,125469
2414,0,90,146541
2415,2,101,111393
2416,3,98,113626
2417,7,109,119339
2418,29,116,141618
2419,0,92,112232
2420,6,77,105126
2421,5,93,103040
2422,18,96,103425
2423,14,89,130717
2424,22,97,132248
2425,3,101,125914
2426,1,91,130302
2427,2,89,89687
2428,6,123,136257
2429,1,103,124972
2430,3,109,128635
2431,14,112,125910
2432,22,85,130917
2433,9,113,158693
2434,0,94,126887
2435,3,88,98758
2436,30,88,104505
2437,1,100,136876
2438,9,94,102080
